5760 5760
{'x1': 125.0, 'x2': 372.0, 'y1': 1.0, 'y2': 460.0} {'x1': 119.999744, 'x2': 372.999936, 'y1': 8.99993600000002, 'y2': 485.00019199999997}
{'x1': 193.0, 'x2': 373.0, 'y1': 13.0, 'y2': 488.0} {'x1': 190.999808, 'x2': 365.999872, 'y1': 18.00012799999999, 'y2': 481.00019199999997}
{'x1': 193.0, 'x2': 373.0, 'y1': 13.0, 'y2': 488.0} {'x1': 192.99993600000002, 'x2': 361.999872, 'y1': 15.000064000000009, 'y2': 486.000128}
{'x1': 193.0, 'x2': 373.0, 'y1': 13.0, 'y2': 488.0} {'x1': 195.999744, 'x2': 362.99980800000003, 'y1': 15.000320000000016, 'y2': 489.00019199999997}
{'x1': 195.0, 'x2': 371.0, 'y1': 13.0, 'y2': 488.0} {'x1': 184.99968, 'x2': 366.99980800000003, 'y1': 7.000064000000009, 'y2': 496.0}
{'x1': 196.0, 'x2': 370.0, 'y1': 14.0, 'y2': 488.0} {'x1': 194.00012800000002, 'x2': 364.0, 'y1': 16.99993599999999, 'y2': 480.999936}
{'x1': 196.0, 'x2': 370.0, 'y1': 14.0, 'y2': 488.0} {'x1': 196.0, 'x2': 358.99980800000003, 'y1': 15.000064000000009, 'y2': 488.0}
{'x1': 196.0, 'x2': 370.0, 'y1': 14.0, 'y2': 488.0} {'x1': 198.00012800000002, 'x2': 361.999872, 'y1': 13.000192000000027, 'y2': 488.0}
{'x1': 197.0, 'x2': 368.0, 'y1': 14.0, 'y2': 488.0} {'x1': 190.00012800000002, 'x2': 364.00025600000004, 'y1': 8.0, 'y2': 496.999936}
{'x1': 198.0, 'x2': 367.0, 'y1': 15.0, 'y2': 488.0} {'x1': 196.0, 'x2': 362.000128, 'y1': 20.0, 'y2': 477.999872}
{'x1': 198.0, 'x2': 367.0, 'y1': 15.0, 'y2': 488.0} {'x1': 199.000064, 'x2': 359.000064, 'y1': 19.000319999999988, 'y2': 487.000064}
{'x1': 198.0, 'x2': 367.0, 'y1': 15.0, 'y2': 488.0} {'x1': 201.99987199999998, 'x2': 360.0, 'y1': 18.000128000000018, 'y2': 484.999936}
{'x1': 198.0, 'x2': 365.0, 'y1': 15.0, 'y2': 488.0} {'x1': 198.00012800000002, 'x2': 360.0, 'y1': 12.99993600000002, 'y2': 486.99980800000003}
{'x1': 199.0, 'x2': 364.0, 'y1': 15.0, 'y2': 488.0} {'x1': 198.00012800000002, 'x2': 361.999872, 'y1': 22.00012799999999, 'y2': 475.00032}
{'x1': 199.0, 'x2': 364.0, 'y1': 15.0, 'y2': 488.0} {'x1': 200.00000000000003, 'x2': 352.99993600000005, 'y1': 22.999807999999973, 'y2': 484.0}
{'x1': 199.0, 'x2': 364.0, 'y1': 15.0, 'y2': 488.0} {'x1': 201.999872, 'x2': 354.99980800000003, 'y1': 23.00006400000001, 'y2': 487.000064}
{'x1': 199.0, 'x2': 362.0, 'y1': 16.0, 'y2': 488.0} {'x1': 200.0, 'x2': 358.000128, 'y1': 16.99993599999999, 'y2': 484.99968}
{'x1': 199.0, 'x2': 361.0, 'y1': 16.0, 'y2': 488.0} {'x1': 202.00012800000002, 'x2': 359.00032, 'y1': 25.999871999999982, 'y2': 472.0}
{'x1': 199.0, 'x2': 361.0, 'y1': 16.0, 'y2': 488.0} {'x1': 203.99974400000002, 'x2': 352.999936, 'y1': 24.0, 'y2': 486.000128}
{'x1': 199.0, 'x2': 361.0, 'y1': 16.0, 'y2': 488.0} {'x1': 205.000192, 'x2': 356.00025600000004, 'y1': 23.000320000000016, 'y2': 490.000128}
{'x1': 200.0, 'x2': 359.0, 'y1': 16.0, 'y2': 488.0} {'x1': 204.99968, 'x2': 353.999872, 'y1': 17.000192, 'y2': 482.000128}
{'x1': 200.0, 'x2': 357.0, 'y1': 17.0, 'y2': 488.0} {'x1': 204.999936, 'x2': 356.999936, 'y1': 23.000320000000016, 'y2': 474.000128}
{'x1': 200.0, 'x2': 357.0, 'y1': 17.0, 'y2': 488.0} {'x1': 206.999808, 'x2': 349.999872, 'y1': 24.99993599999999, 'y2': 480.0}
{'x1': 200.0, 'x2': 357.0, 'y1': 17.0, 'y2': 488.0} {'x1': 204.0, 'x2': 354.000128, 'y1': 21.000192, 'y2': 488.99993600000005}
{'x1': 201.0, 'x2': 356.0, 'y1': 17.0, 'y2': 489.0} {'x1': 208.000256, 'x2': 353.00019199999997, 'y1': 16.0, 'y2': 485.000192}
{'x1': 201.0, 'x2': 354.0, 'y1': 17.0, 'y2': 489.0} {'x1': 207.00032, 'x2': 354.000128, 'y1': 22.00012799999999, 'y2': 475.00032}
{'x1': 201.0, 'x2': 354.0, 'y1': 17.0, 'y2': 489.0} {'x1': 208.0, 'x2': 350.000128, 'y1': 23.00006400000001, 'y2': 483.00032}
{'x1': 201.0, 'x2': 354.0, 'y1': 17.0, 'y2': 489.0} {'x1': 208.99968, 'x2': 349.999872, 'y1': 16.999679999999984, 'y2': 493.999872}
{'x1': 202.0, 'x2': 352.0, 'y1': 18.0, 'y2': 489.0} {'x1': 208.0, 'x2': 352.0, 'y1': 15.999743999999993, 'y2': 485.999872}
{'x1': 202.0, 'x2': 350.0, 'y1': 18.0, 'y2': 489.0} {'x1': 209.99987199999998, 'x2': 352.0, 'y1': 22.00012799999999, 'y2': 473.999872}
{'x1': 202.0, 'x2': 350.0, 'y1': 18.0, 'y2': 489.0} {'x1': 209.99987199999998, 'x2': 348.99968, 'y1': 23.00006400000001, 'y2': 481.999872}
{'x1': 202.0, 'x2': 350.0, 'y1': 18.0, 'y2': 489.0} {'x1': 208.999936, 'x2': 351.000064, 'y1': 14.00012799999999, 'y2': 494.000128}
{'x1': 203.0, 'x2': 348.0, 'y1': 19.0, 'y2': 489.0} {'x1': 212.0, 'x2': 349.999872, 'y1': 17.000192, 'y2': 482.000128}
{'x1': 203.0, 'x2': 346.0, 'y1': 19.0, 'y2': 489.0} {'x1': 212.999936, 'x2': 350.999808, 'y1': 17.000192, 'y2': 473.00019199999997}
{'x1': 203.0, 'x2': 346.0, 'y1': 19.0, 'y2': 489.0} {'x1': 214.00012800000002, 'x2': 347.00032, 'y1': 28.0, 'y2': 475.000064}
{'x1': 203.0, 'x2': 346.0, 'y1': 19.0, 'y2': 489.0} {'x1': 215.000064, 'x2': 346.999808, 'y1': 22.00012799999999, 'y2': 491.00032}
{'x1': 203.0, 'x2': 345.0, 'y1': 19.0, 'y2': 489.0} {'x1': 213.99987199999998, 'x2': 348.0, 'y1': 12.999935999999991, 'y2': 484.999936}
{'x1': 204.0, 'x2': 343.0, 'y1': 20.0, 'y2': 489.0} {'x1': 215.00032, 'x2': 346.000128, 'y1': 20.0, 'y2': 470.999808}
{'x1': 204.0, 'x2': 343.0, 'y1': 20.0, 'y2': 489.0} {'x1': 214.999808, 'x2': 341.999872, 'y1': 25.000192, 'y2': 479.00032}
{'x1': 204.0, 'x2': 343.0, 'y1': 20.0, 'y2': 489.0} {'x1': 216.0, 'x2': 344.0, 'y1': 19.00006399999998, 'y2': 489.00019199999997}
{'x1': 204.0, 'x2': 342.0, 'y1': 20.0, 'y2': 489.0} {'x1': 209.999872, 'x2': 344.99993600000005, 'y1': 22.999808, 'y2': 478.99980800000003}
{'x1': 205.0, 'x2': 341.0, 'y1': 21.0, 'y2': 488.0} {'x1': 218.000128, 'x2': 345.00019199999997, 'y1': 21.999871999999982, 'y2': 468.999936}
{'x1': 205.0, 'x2': 341.0, 'y1': 21.0, 'y2': 488.0} {'x1': 219.000064, 'x2': 340.999936, 'y1': 27.99974400000002, 'y2': 472.0}
{'x1': 205.0, 'x2': 341.0, 'y1': 21.0, 'y2': 488.0} {'x1': 228.99993600000002, 'x2': 340.0, 'y1': 27.00006400000001, 'y2': 468.999936}
{'x1': 205.0, 'x2': 339.0, 'y1': 21.0, 'y2': 488.0} {'x1': 213.999872, 'x2': 340.999936, 'y1': 26.00012799999999, 'y2': 489.00019199999997}
{'x1': 206.0, 'x2': 338.0, 'y1': 21.0, 'y2': 488.0} {'x1': 220.0, 'x2': 345.00019199999997, 'y1': 24.99993599999999, 'y2': 471.000064}
{'x1': 206.0, 'x2': 338.0, 'y1': 21.0, 'y2': 488.0} {'x1': 220.99968, 'x2': 337.999872, 'y1': 31.00006400000001, 'y2': 470.000128}
{'x1': 206.0, 'x2': 338.0, 'y1': 21.0, 'y2': 488.0} {'x1': 228.999936, 'x2': 338.00012799999996, 'y1': 26.999808, 'y2': 472.99993600000005}
{'x1': 207.0, 'x2': 337.0, 'y1': 22.0, 'y2': 488.0} {'x1': 220.0, 'x2': 341.999872, 'y1': 20.99993599999999, 'y2': 476.999936}
{'x1': 207.0, 'x2': 335.0, 'y1': 22.0, 'y2': 488.0} {'x1': 224.999936, 'x2': 338.999808, 'y1': 25.999871999999982, 'y2': 472.0}
{'x1': 207.0, 'x2': 335.0, 'y1': 22.0, 'y2': 488.0} {'x1': 224.99968, 'x2': 333.999872, 'y1': 31.00006400000001, 'y2': 464.999936}
{'x1': 207.0, 'x2': 335.0, 'y1': 22.0, 'y2': 488.0} {'x1': 230.99980799999997, 'x2': 334.999808, 'y1': 28.999680000000012, 'y2': 472.999936}
{'x1': 208.0, 'x2': 334.0, 'y1': 23.0, 'y2': 488.0} {'x1': 224.999936, 'x2': 338.999808, 'y1': 21.000192, 'y2': 478.000128}
{'x1': 208.0, 'x2': 333.0, 'y1': 23.0, 'y2': 488.0} {'x1': 229.99987199999998, 'x2': 335.99974399999996, 'y1': 26.00012799999999, 'y2': 473.00019199999997}
{'x1': 208.0, 'x2': 333.0, 'y1': 23.0, 'y2': 488.0} {'x1': 226.00012800000002, 'x2': 332.0, 'y1': 26.999808, 'y2': 471.00006399999995}
{'x1': 208.0, 'x2': 333.0, 'y1': 23.0, 'y2': 488.0} {'x1': 230.99980799999997, 'x2': 332.999936, 'y1': 26.999808, 'y2': 472.99993600000005}
{'x1': 209.0, 'x2': 333.0, 'y1': 24.0, 'y2': 488.0} {'x1': 225.99987199999998, 'x2': 339.99974399999996, 'y1': 20.99993599999999, 'y2': 482.000128}
{'x1': 210.0, 'x2': 333.0, 'y1': 24.0, 'y2': 488.0} {'x1': 228.999936, 'x2': 334.999808, 'y1': 26.999808, 'y2': 471.00006399999995}
{'x1': 210.0, 'x2': 333.0, 'y1': 24.0, 'y2': 488.0} {'x1': 227.000064, 'x2': 332.999936, 'y1': 31.00006400000001, 'y2': 470.000128}
{'x1': 210.0, 'x2': 333.0, 'y1': 24.0, 'y2': 488.0} {'x1': 232.0, 'x2': 333.00019199999997, 'y1': 28.999680000000012, 'y2': 472.999936}
{'x1': 210.0, 'x2': 333.0, 'y1': 24.0, 'y2': 487.0} {'x1': 224.00025599999998, 'x2': 339.000064, 'y1': 24.0, 'y2': 475.999744}
{'x1': 211.0, 'x2': 333.0, 'y1': 25.0, 'y2': 487.0} {'x1': 228.000256, 'x2': 333.000192, 'y1': 27.99974400000002, 'y2': 472.0}
{'x1': 211.0, 'x2': 333.0, 'y1': 25.0, 'y2': 487.0} {'x1': 226.999808, 'x2': 329.999872, 'y1': 31.99999999999997, 'y2': 485.00019199999997}
{'x1': 211.0, 'x2': 333.0, 'y1': 25.0, 'y2': 487.0} {'x1': 230.99980799999997, 'x2': 332.999936, 'y1': 28.99993599999999, 'y2': 477.999872}
{'x1': 211.0, 'x2': 333.0, 'y1': 25.0, 'y2': 487.0} {'x1': 226.000128, 'x2': 337.00019199999997, 'y1': 25.000192, 'y2': 479.00032}
{'x1': 212.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 228.0, 'x2': 332.0, 'y1': 31.00006400000001, 'y2': 472.0}
{'x1': 212.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 227.99974400000002, 'x2': 328.999936, 'y1': 29.000192, 'y2': 488.0}
{'x1': 212.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 230.00012800000002, 'x2': 328.0, 'y1': 22.00012799999999, 'y2': 491.00032}
{'x1': 212.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 220.0, 'x2': 334.99980800000003, 'y1': 25.000192, 'y2': 481.00019199999997}
{'x1': 213.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 225.999872, 'x2': 330.99980800000003, 'y1': 32.0, 'y2': 474.999808}
{'x1': 213.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 229.999872, 'x2': 324.999936, 'y1': 27.99999999999997, 'y2': 489.00019199999997}
{'x1': 213.0, 'x2': 333.0, 'y1': 26.0, 'y2': 487.0} {'x1': 230.00012800000002, 'x2': 326.000128, 'y1': 25.000192, 'y2': 490.000128}
{'x1': 214.0, 'x2': 333.0, 'y1': 27.0, 'y2': 487.0} {'x1': 223.000064, 'x2': 333.000192, 'y1': 27.00006400000001, 'y2': 476.0}
{'x1': 214.0, 'x2': 332.0, 'y1': 27.0, 'y2': 487.0} {'x1': 224.99993600000002, 'x2': 329.99987200000004, 'y1': 32.99993600000002, 'y2': 475.99974399999996}
{'x1': 214.0, 'x2': 332.0, 'y1': 27.0, 'y2': 487.0} {'x1': 229.00019200000003, 'x2': 325.000192, 'y1': 28.999679999999984, 'y2': 488.99993599999993}
{'x1': 214.0, 'x2': 332.0, 'y1': 27.0, 'y2': 487.0} {'x1': 231.000064, 'x2': 328.999936, 'y1': 25.999871999999982, 'y2': 479.000064}
{'x1': 215.0, 'x2': 332.0, 'y1': 27.0, 'y2': 487.0} {'x1': 225.00019200000003, 'x2': 329.000192, 'y1': 30.000128000000018, 'y2': 474.000384}
{'x1': 216.0, 'x2': 332.0, 'y1': 27.0, 'y2': 486.0} {'x1': 226.00012800000002, 'x2': 330.000128, 'y1': 30.999808, 'y2': 477.999872}
{'x1': 216.0, 'x2': 332.0, 'y1': 27.0, 'y2': 486.0} {'x1': 228.00000000000003, 'x2': 324.99993600000005, 'y1': 28.999935999999963, 'y2': 490.000128}
{'x1': 216.0, 'x2': 332.0, 'y1': 27.0, 'y2': 486.0} {'x1': 230.99980800000003, 'x2': 324.0, 'y1': 26.999807999999973, 'y2': 488.999936}
{'x1': 217.0, 'x2': 332.0, 'y1': 28.0, 'y2': 486.0} {'x1': 229.99987199999998, 'x2': 328.99968, 'y1': 29.999871999999982, 'y2': 476.999936}
{'x1': 216.0, 'x2': 332.0, 'y1': 28.0, 'y2': 486.0} {'x1': 228.999936, 'x2': 327.999744, 'y1': 28.99993600000002, 'y2': 479.99974399999996}
{'x1': 216.0, 'x2': 332.0, 'y1': 28.0, 'y2': 486.0} {'x1': 226.00012799999996, 'x2': 324.999936, 'y1': 27.999743999999964, 'y2': 489.999872}
{'x1': 216.0, 'x2': 332.0, 'y1': 28.0, 'y2': 486.0} {'x1': 230.999808, 'x2': 325.999872, 'y1': 30.999807999999973, 'y2': 486.999808}
{'x1': 215.0, 'x2': 332.0, 'y1': 28.0, 'y2': 486.0} {'x1': 235.000064, 'x2': 328.000256, 'y1': 32.0, 'y2': 481.999872}
{'x1': 214.0, 'x2': 331.0, 'y1': 29.0, 'y2': 486.0} {'x1': 232.0, 'x2': 329.999872, 'y1': 28.0, 'y2': 485.999872}
{'x1': 214.0, 'x2': 331.0, 'y1': 29.0, 'y2': 486.0} {'x1': 228.00000000000003, 'x2': 324.99993600000005, 'y1': 27.999743999999964, 'y2': 489.999872}
{'x1': 214.0, 'x2': 331.0, 'y1': 29.0, 'y2': 486.0} {'x1': 231.99974400000002, 'x2': 324.999936, 'y1': 31.999743999999964, 'y2': 485.999872}
{'x1': 214.0, 'x2': 331.0, 'y1': 29.0, 'y2': 485.0} {'x1': 230.00012800000002, 'x2': 326.000128, 'y1': 29.000192, 'y2': 480.99993600000005}
{'x1': 213.0, 'x2': 331.0, 'y1': 29.0, 'y2': 485.0} {'x1': 232.0, 'x2': 329.999872, 'y1': 27.00006400000001, 'y2': 484.999936}
{'x1': 213.0, 'x2': 331.0, 'y1': 29.0, 'y2': 485.0} {'x1': 230.999808, 'x2': 325.999872, 'y1': 23.00006399999998, 'y2': 490.99980800000003}
{'x1': 213.0, 'x2': 331.0, 'y1': 29.0, 'y2': 485.0} {'x1': 231.99974400000002, 'x2': 324.999936, 'y1': 30.00012799999999, 'y2': 488.99993599999993}
{'x1': 212.0, 'x2': 331.0, 'y1': 30.0, 'y2': 485.0} {'x1': 230.00012800000002, 'x2': 328.0, 'y1': 29.000192, 'y2': 480.99993600000005}
{'x1': 212.0, 'x2': 330.0, 'y1': 30.0, 'y2': 485.0} {'x1': 231.00032, 'x2': 330.000128, 'y1': 26.999808, 'y2': 481.999872}
{'x1': 212.0, 'x2': 330.0, 'y1': 30.0, 'y2': 485.0} {'x1': 229.999872, 'x2': 326.99980800000003, 'y1': 21.999871999999982, 'y2': 492.0}
{'x1': 212.0, 'x2': 330.0, 'y1': 30.0, 'y2': 485.0} {'x1': 230.000128, 'x2': 329.999872, 'y1': 28.999679999999984, 'y2': 481.999872}
{'x1': 211.0, 'x2': 330.0, 'y1': 30.0, 'y2': 484.0} {'x1': 232.0, 'x2': 328.0, 'y1': 28.0, 'y2': 476.999936}
{'x1': 210.0, 'x2': 330.0, 'y1': 31.0, 'y2': 484.0} {'x1': 231.000064, 'x2': 328.999936, 'y1': 24.99993599999999, 'y2': 488.999936}
{'x1': 210.0, 'x2': 330.0, 'y1': 31.0, 'y2': 484.0} {'x1': 231.99974400000002, 'x2': 324.999936, 'y1': 22.999807999999973, 'y2': 492.999936}
{'x1': 210.0, 'x2': 330.0, 'y1': 31.0, 'y2': 484.0} {'x1': 232.99968, 'x2': 325.999872, 'y1': 32.99993600000002, 'y2': 488.0}
{'x1': 210.0, 'x2': 330.0, 'y1': 31.0, 'y2': 484.0} {'x1': 234.00012800000002, 'x2': 327.00032, 'y1': 28.999680000000012, 'y2': 472.999936}
{'x1': 209.0, 'x2': 329.0, 'y1': 31.0, 'y2': 484.0} {'x1': 232.0, 'x2': 328.0, 'y1': 32.99993600000002, 'y2': 475.99974399999996}
{'x1': 209.0, 'x2': 329.0, 'y1': 31.0, 'y2': 484.0} {'x1': 229.999872, 'x2': 324.999936, 'y1': 23.00006399999998, 'y2': 494.000128}
{'x1': 209.0, 'x2': 329.0, 'y1': 31.0, 'y2': 484.0} {'x1': 231.000064, 'x2': 328.999936, 'y1': 32.99993599999999, 'y2': 480.999936}
{'x1': 209.0, 'x2': 329.0, 'y1': 31.0, 'y2': 483.0} {'x1': 232.0, 'x2': 328.0, 'y1': 31.999743999999993, 'y2': 469.999872}
{'x1': 208.0, 'x2': 329.0, 'y1': 32.0, 'y2': 483.0} {'x1': 233.000192, 'x2': 328.000256, 'y1': 33.000192, 'y2': 471.00032}
{'x1': 208.0, 'x2': 329.0, 'y1': 32.0, 'y2': 483.0} {'x1': 230.999808, 'x2': 325.999872, 'y1': 23.00006399999998, 'y2': 494.000128}
{'x1': 208.0, 'x2': 329.0, 'y1': 32.0, 'y2': 483.0} {'x1': 231.000064, 'x2': 325.000192, 'y1': 37.000192, 'y2': 480.0}
{'x1': 207.0, 'x2': 329.0, 'y1': 32.0, 'y2': 483.0} {'x1': 231.000064, 'x2': 328.999936, 'y1': 31.00006400000001, 'y2': 473.999872}
{'x1': 207.0, 'x2': 328.0, 'y1': 32.0, 'y2': 483.0} {'x1': 228.000256, 'x2': 328.0, 'y1': 30.00012799999999, 'y2': 483.00032}
{'x1': 207.0, 'x2': 328.0, 'y1': 32.0, 'y2': 483.0} {'x1': 226.99980800000003, 'x2': 328.0, 'y1': 25.999871999999982, 'y2': 491.99974399999996}
{'x1': 207.0, 'x2': 328.0, 'y1': 32.0, 'y2': 483.0} {'x1': 229.99987199999998, 'x2': 328.99968, 'y1': 38.00012799999999, 'y2': 477.00019199999997}
{'x1': 206.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 228.0, 'x2': 330.000128, 'y1': 32.99993599999999, 'y2': 470.000128}
{'x1': 206.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 228.0, 'x2': 330.000128, 'y1': 34.00012799999999, 'y2': 472.00025600000004}
{'x1': 206.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 226.00012800000002, 'x2': 328.00025600000004, 'y1': 33.00019200000003, 'y2': 491.000064}
{'x1': 206.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 229.99987199999998, 'x2': 328.99968, 'y1': 35.99974399999999, 'y2': 474.99980800000003}
{'x1': 205.0, 'x2': 327.0, 'y1': 33.0, 'y2': 483.0} {'x1': 223.000064, 'x2': 329.99987200000004, 'y1': 32.99993600000002, 'y2': 477.00019199999997}
{'x1': 204.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 223.000064, 'x2': 329.99987200000004, 'y1': 37.99987200000001, 'y2': 463.99974399999996}
{'x1': 204.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 221.99961600000003, 'x2': 329.99987200000004, 'y1': 35.00006400000001, 'y2': 489.000192}
{'x1': 204.0, 'x2': 328.0, 'y1': 33.0, 'y2': 483.0} {'x1': 224.0, 'x2': 330.99980800000003, 'y1': 39.99974399999999, 'y2': 468.99993600000005}
{'x1': 204.0, 'x2': 329.0, 'y1': 34.0, 'y2': 483.0} {'x1': 218.00012799999996, 'x2': 332.999936, 'y1': 38.99980799999997, 'y2': 478.999808}
{'x1': 203.0, 'x2': 330.0, 'y1': 34.0, 'y2': 483.0} {'x1': 218.00012799999996, 'x2': 332.999936, 'y1': 42.99980799999997, 'y2': 472.999936}
{'x1': 203.0, 'x2': 330.0, 'y1': 34.0, 'y2': 483.0} {'x1': 221.00019200000003, 'x2': 335.000064, 'y1': 30.99980800000003, 'y2': 488.99968}
{'x1': 203.0, 'x2': 330.0, 'y1': 34.0, 'y2': 483.0} {'x1': 220.99993600000002, 'x2': 332.0, 'y1': 41.99987200000001, 'y2': 466.99980800000003}
{'x1': 203.0, 'x2': 331.0, 'y1': 34.0, 'y2': 483.0} {'x1': 215.00006399999998, 'x2': 336.0, 'y1': 36.0, 'y2': 476.0}
{'x1': 203.0, 'x2': 332.0, 'y1': 34.0, 'y2': 483.0} {'x1': 214.99980799999997, 'x2': 332.999936, 'y1': 38.00012800000002, 'y2': 466.000384}
{'x1': 203.0, 'x2': 332.0, 'y1': 34.0, 'y2': 483.0} {'x1': 218.00012800000002, 'x2': 336.00025600000004, 'y1': 35.00006400000001, 'y2': 489.000192}
{'x1': 203.0, 'x2': 332.0, 'y1': 34.0, 'y2': 483.0} {'x1': 213.99987199999998, 'x2': 333.999872, 'y1': 40.99993599999999, 'y2': 472.999936}
{'x1': 202.0, 'x2': 333.0, 'y1': 34.0, 'y2': 484.0} {'x1': 205.99987199999998, 'x2': 336.99968, 'y1': 32.0, 'y2': 472.999936}
{'x1': 202.0, 'x2': 334.0, 'y1': 35.0, 'y2': 484.0} {'x1': 209.000192, 'x2': 336.000256, 'y1': 38.00012799999999, 'y2': 477.00019199999997}
{'x1': 202.0, 'x2': 334.0, 'y1': 35.0, 'y2': 484.0} {'x1': 209.000192, 'x2': 338.000128, 'y1': 33.99987200000001, 'y2': 490.99980800000003}
{'x1': 202.0, 'x2': 334.0, 'y1': 35.0, 'y2': 484.0} {'x1': 209.000192, 'x2': 336.000256, 'y1': 47.00006399999998, 'y2': 482.99980800000003}
{'x1': 201.0, 'x2': 335.0, 'y1': 35.0, 'y2': 484.0} {'x1': 202.00012800000002, 'x2': 340.0, 'y1': 33.99987199999998, 'y2': 481.999872}
{'x1': 201.0, 'x2': 336.0, 'y1': 35.0, 'y2': 484.0} {'x1': 204.0, 'x2': 338.000128, 'y1': 34.00012799999999, 'y2': 481.00019199999997}
{'x1': 201.0, 'x2': 336.0, 'y1': 35.0, 'y2': 484.0} {'x1': 203.000064, 'x2': 340.999936, 'y1': 37.99987199999998, 'y2': 493.999872}
{'x1': 201.0, 'x2': 336.0, 'y1': 35.0, 'y2': 484.0} {'x1': 202.00012800000002, 'x2': 340.0, 'y1': 47.00006399999998, 'y2': 482.99980800000003}
{'x1': 200.0, 'x2': 337.0, 'y1': 35.0, 'y2': 484.0} {'x1': 200.0, 'x2': 342.000128, 'y1': 33.99987200000001, 'y2': 485.99961600000006}
{'x1': 200.0, 'x2': 338.0, 'y1': 35.0, 'y2': 484.0} {'x1': 200.999936, 'x2': 339.999744, 'y1': 40.00000000000003, 'y2': 484.00025600000004}
{'x1': 200.0, 'x2': 338.0, 'y1': 35.0, 'y2': 484.0} {'x1': 200.999936, 'x2': 341.000192, 'y1': 37.000192, 'y2': 496.0}
{'x1': 200.0, 'x2': 338.0, 'y1': 35.0, 'y2': 484.0} {'x1': 198.999808, 'x2': 343.99974399999996, 'y1': 40.99993599999999, 'y2': 488.999936}
{'x1': 198.0, 'x2': 340.0, 'y1': 35.0, 'y2': 484.0} {'x1': 193.00019199999997, 'x2': 343.00032, 'y1': 35.000320000000016, 'y2': 487.00006400000007}
{'x1': 196.0, 'x2': 341.0, 'y1': 36.0, 'y2': 484.0} {'x1': 193.00019199999997, 'x2': 343.00032, 'y1': 44.99993599999999, 'y2': 484.999936}
{'x1': 196.0, 'x2': 341.0, 'y1': 36.0, 'y2': 484.0} {'x1': 195.000064, 'x2': 345.000192, 'y1': 40.999679999999984, 'y2': 501.999872}
{'x1': 196.0, 'x2': 341.0, 'y1': 36.0, 'y2': 484.0} {'x1': 194.00012800000002, 'x2': 346.000128, 'y1': 45.00019200000003, 'y2': 495.000064}
{'x1': 194.0, 'x2': 343.0, 'y1': 36.0, 'y2': 484.0} {'x1': 191.000064, 'x2': 345.99987200000004, 'y1': 40.99993599999999, 'y2': 488.999936}
{'x1': 191.0, 'x2': 344.0, 'y1': 36.0, 'y2': 484.0} {'x1': 190.00012799999996, 'x2': 344.999936, 'y1': 43.99974399999999, 'y2': 488.0}
{'x1': 191.0, 'x2': 344.0, 'y1': 36.0, 'y2': 484.0} {'x1': 191.000064, 'x2': 345.99987200000004, 'y1': 45.000192, 'y2': 504.0}
{'x1': 191.0, 'x2': 344.0, 'y1': 36.0, 'y2': 484.0} {'x1': 192.00025600000004, 'x2': 346.000128, 'y1': 51.00006400000001, 'y2': 489.000192}
{'x1': 189.0, 'x2': 346.0, 'y1': 36.0, 'y2': 484.0} {'x1': 189.00019199999997, 'x2': 347.00032, 'y1': 43.00006399999998, 'y2': 488.00025600000004}
{'x1': 187.0, 'x2': 347.0, 'y1': 36.0, 'y2': 483.0} {'x1': 185.99987199999998, 'x2': 347.99974399999996, 'y1': 45.99987199999998, 'y2': 485.999872}
{'x1': 187.0, 'x2': 347.0, 'y1': 36.0, 'y2': 483.0} {'x1': 188.00000000000003, 'x2': 348.99993600000005, 'y1': 45.000192, 'y2': 502.000128}
{'x1': 187.0, 'x2': 347.0, 'y1': 36.0, 'y2': 483.0} {'x1': 188.99993600000002, 'x2': 348.0, 'y1': 52.999679999999984, 'y2': 489.999872}
{'x1': 185.0, 'x2': 348.0, 'y1': 36.0, 'y2': 483.0} {'x1': 185.00019199999997, 'x2': 348.0, 'y1': 48.00000000000003, 'y2': 488.99993600000005}
{'x1': 183.0, 'x2': 350.0, 'y1': 37.0, 'y2': 483.0} {'x1': 184.0, 'x2': 349.00019199999997, 'y1': 46.00012799999999, 'y2': 485.00019199999997}
{'x1': 183.0, 'x2': 350.0, 'y1': 37.0, 'y2': 483.0} {'x1': 183.99999999999997, 'x2': 351.00006399999995, 'y1': 47.99974400000002, 'y2': 503.999744}
{'x1': 183.0, 'x2': 350.0, 'y1': 37.0, 'y2': 483.0} {'x1': 182.99980799999997, 'x2': 348.999936, 'y1': 51.00006400000001, 'y2': 492.999936}
